Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
X223974-GM2205007-1-TWE-F-EGG4_S2_L001_R2	X223974-GM2205007-1-TWE-F-EGG4_S2_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	37516920.0	0.0	35-151	52.0	83.10110596164085	145.79842007286314	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X223974-GM2205007-1-TWE-F-EGG4_S2_L002_R1	X223974-GM2205007-1-TWE-F-EGG4_S2_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	37430820.0	0.0	35-151	52.0	83.00298354202677	145.80732920090983	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X223974-GM2205007-1-TWE-F-EGG4_S2_L002_R2	X223974-GM2205007-1-TWE-F-EGG4_S2_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	37430820.0	0.0	35-151	52.0	83.21413575127706	145.80176504281766	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X223977-GM2216916-1-TWE-M-EGG4_S5_L001_R1	X223977-GM2216916-1-TWE-M-EGG4_S5_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	30124889.0	0.0	35-151	50.0	85.68491682001874	145.49234368963153	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X223977-GM2216916-1-TWE-M-EGG4_S5_L001_R2	X223977-GM2216916-1-TWE-M-EGG4_S5_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	30124889.0	0.0	35-151	50.0	85.66452675879681	145.47460304335064	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X223977-GM2216916-1-TWE-M-EGG4_S5_L002_R1	X223977-GM2216916-1-TWE-M-EGG4_S5_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	30400118.0	0.0	35-151	50.0	85.81441771958534	145.51319491588816	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X223977-GM2216916-1-TWE-M-EGG4_S5_L002_R2	X223977-GM2216916-1-TWE-M-EGG4_S5_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	30400118.0	0.0	35-151	50.0	85.92492057884054	145.49591567374839	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X223981-GM2300340-1-TWE-M-EGG4_S14_L001_R1	X223981-GM2300340-1-TWE-M-EGG4_S14_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	43844819.0	0.0	35-151	50.0	81.48031529361833	146.43325132668468	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X223981-GM2300340-1-TWE-M-EGG4_S14_L001_R2	X223981-GM2300340-1-TWE-M-EGG4_S14_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	43844819.0	0.0	35-151	50.0	81.92627483524853	146.41759796066214	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X223981-GM2300340-1-TWE-M-EGG4_S14_L002_R1	X223981-GM2300340-1-TWE-M-EGG4_S14_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	44382159.0	0.0	35-151	50.0	81.75015991644085	146.4550071347363	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X223981-GM2300340-1-TWE-M-EGG4_S14_L002_R2	X223981-GM2300340-1-TWE-M-EGG4_S14_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	44382159.0	0.0	35-151	50.0	82.13537382039966	146.44081064195188	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224007-GM2227212-1-TWE-F-EGG4_S11_L001_R1	X224007-GM2227212-1-TWE-F-EGG4_S11_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	30824717.0	0.0	35-151	50.0	84.7014292055267	146.53037567222435	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224007-GM2227212-1-TWE-F-EGG4_S11_L001_R2	X224007-GM2227212-1-TWE-F-EGG4_S11_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	30824717.0	0.0	35-151	50.0	84.83731761722223	146.51290112412062	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224007-GM2227212-1-TWE-F-EGG4_S11_L002_R1	X224007-GM2227212-1-TWE-F-EGG4_S11_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	31055016.0	0.0	35-151	50.0	84.93030320443212	146.5626529382564	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224007-GM2227212-1-TWE-F-EGG4_S11_L002_R2	X224007-GM2227212-1-TWE-F-EGG4_S11_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	31055016.0	0.0	35-151	50.0	84.88578600255425	146.5455352848635	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224082-GM2203889-1-TWE-M-EGG4_S1_L001_R1	X224082-GM2203889-1-TWE-M-EGG4_S1_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	32992843.0	0.0	35-151	51.0	84.98345080725811	145.57699495614852	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224082-GM2203889-1-TWE-M-EGG4_S1_L001_R2	X224082-GM2203889-1-TWE-M-EGG4_S1_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	32992843.0	0.0	35-151	51.0	85.46421524121315	145.5748645850253	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224082-GM2203889-1-TWE-M-EGG4_S1_L002_R1	X224082-GM2203889-1-TWE-M-EGG4_S1_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	33096125.0	0.0	35-151	51.0	85.10196189899985	145.58316044552043	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224082-GM2203889-1-TWE-M-EGG4_S1_L002_R2	X224082-GM2203889-1-TWE-M-EGG4_S1_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	33096125.0	0.0	35-151	51.0	85.68650981555164	145.5821264574025	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224119-GM2301435-1-TWE-F-EGG4_S15_L001_R1	X224119-GM2301435-1-TWE-F-EGG4_S15_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	34323175.0	0.0	35-151	51.0	84.37246416377666	146.17534045145882	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224119-GM2301435-1-TWE-F-EGG4_S15_L001_R2	X224119-GM2301435-1-TWE-F-EGG4_S15_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	34323175.0	0.0	35-151	51.0	84.91254232569841	146.17326701273993	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224119-GM2301435-1-TWE-F-EGG4_S15_L002_R1	X224119-GM2301435-1-TWE-F-EGG4_S15_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	34527306.0	0.0	35-151	51.0	84.61515332344214	146.19333793375017	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224119-GM2301435-1-TWE-F-EGG4_S15_L002_R2	X224119-GM2301435-1-TWE-F-EGG4_S15_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	34527306.0	0.0	35-151	51.0	85.13118268878094	146.19202668172258	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224129-GM2301646-1-TWE-M-EGG4_S16_L001_R1	X224129-GM2301646-1-TWE-M-EGG4_S16_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	30793094.0	0.0	35-151	50.0	85.43596833452305	146.0655476841658	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224129-GM2301646-1-TWE-M-EGG4_S16_L001_R2	X224129-GM2301646-1-TWE-M-EGG4_S16_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	30793094.0	0.0	35-151	50.0	85.80282559559625	146.04814858812173	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224129-GM2301646-1-TWE-M-EGG4_S16_L002_R1	X224129-GM2301646-1-TWE-M-EGG4_S16_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	31019540.0	0.0	35-151	50.0	85.62110119379622	146.07682799293607	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224129-GM2301646-1-TWE-M-EGG4_S16_L002_R2	X224129-GM2301646-1-TWE-M-EGG4_S16_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	31019540.0	0.0	35-151	50.0	85.94002332504208	146.05993180427564	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224246-GM2302230-1-TWE-M-EGG4_S19_L001_R1	X224246-GM2302230-1-TWE-M-EGG4_S19_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	35559808.0	0.0	35-151	50.0	82.14780380617592	147.485676413101	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224246-GM2302230-1-TWE-M-EGG4_S19_L001_R2	X224246-GM2302230-1-TWE-M-EGG4_S19_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	35559808.0	0.0	35-151	50.0	82.40073418990909	147.46994275109697	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224246-GM2302230-1-TWE-M-EGG4_S19_L002_R1	X224246-GM2302230-1-TWE-M-EGG4_S19_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	35769076.0	0.0	35-151	50.0	82.62506082457742	147.51118222902934	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224246-GM2302230-1-TWE-M-EGG4_S19_L002_R2	X224246-GM2302230-1-TWE-M-EGG4_S19_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	35769076.0	0.0	35-151	50.0	82.70683521138713	147.49620859649826	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224247-GM2302111-1-TWE-M-EGG4_S18_L001_R1	X224247-GM2302111-1-TWE-M-EGG4_S18_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	41171959.0	0.0	35-151	49.0	81.51415755869668	147.23548789602165	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224247-GM2302111-1-TWE-M-EGG4_S18_L001_R2	X224247-GM2302111-1-TWE-M-EGG4_S18_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	41171959.0	0.0	35-151	49.0	81.95821337379039	147.22710476322004	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224247-GM2302111-1-TWE-M-EGG4_S18_L002_R1	X224247-GM2302111-1-TWE-M-EGG4_S18_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	41562117.0	0.0	35-151	49.0	81.63268351279697	147.25410387541135	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224247-GM2302111-1-TWE-M-EGG4_S18_L002_R2	X224247-GM2302111-1-TWE-M-EGG4_S18_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	41562117.0	0.0	35-151	49.0	82.1381892930174	147.24721137279894	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224264-GM2221424-1-TWE-M-EGG4_S7_L001_R1	X224264-GM2221424-1-TWE-M-EGG4_S7_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	33117686.0	0.0	35-151	50.0	84.887533270907	145.6564646757023	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224264-GM2221424-1-TWE-M-EGG4_S7_L001_R2	X224264-GM2221424-1-TWE-M-EGG4_S7_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	33117686.0	0.0	35-151	50.0	84.94135834285522	145.636856029132	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224264-GM2221424-1-TWE-M-EGG4_S7_L002_R1	X224264-GM2221424-1-TWE-M-EGG4_S7_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	33303298.0	0.0	35-151	50.0	84.94496501169164	145.66697583524612	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224264-GM2221424-1-TWE-M-EGG4_S7_L002_R2	X224264-GM2221424-1-TWE-M-EGG4_S7_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	33303298.0	0.0	35-151	50.0	85.07810115407976	145.6484012484289	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224278-GM2302443-1-TWE-M-EGG4_S21_L001_R1	X224278-GM2302443-1-TWE-M-EGG4_S21_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	28525236.0	0.0	35-151	50.0	85.15418152320103	147.436375600889	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224278-GM2302443-1-TWE-M-EGG4_S21_L001_R2	X224278-GM2302443-1-TWE-M-EGG4_S21_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	28525236.0	0.0	35-151	50.0	86.45754069423973	147.42924514279215	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224278-GM2302443-1-TWE-M-EGG4_S21_L002_R1	X224278-GM2302443-1-TWE-M-EGG4_S21_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	28559001.0	0.0	35-151	50.0	85.28607031869926	147.43898657379506	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224278-GM2302443-1-TWE-M-EGG4_S21_L002_R2	X224278-GM2302443-1-TWE-M-EGG4_S21_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	28559001.0	0.0	35-151	50.0	86.45310870781702	147.43312330847988	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224287-GM2302336-1-TWE-F-EGG4_S20_L001_R1	X224287-GM2302336-1-TWE-F-EGG4_S20_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	28334040.0	0.0	35-151	49.0	85.11177261776294	147.96441135821084	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224287-GM2302336-1-TWE-F-EGG4_S20_L001_R2	X224287-GM2302336-1-TWE-F-EGG4_S20_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	28334040.0	0.0	35-151	49.0	85.26680355953924	147.94638141966342	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224287-GM2302336-1-TWE-F-EGG4_S20_L002_R1	X224287-GM2302336-1-TWE-F-EGG4_S20_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	28474737.0	0.0	35-151	49.0	85.31440938284149	147.9712630884001	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224287-GM2302336-1-TWE-F-EGG4_S20_L002_R2	X224287-GM2302336-1-TWE-F-EGG4_S20_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	28474737.0	0.0	35-151	49.0	85.55853759234175	147.95597655563947	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224321-GM2302874-1-TWE-F-EGG4_S23_L001_R1	X224321-GM2302874-1-TWE-F-EGG4_S23_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	28601291.0	0.0	35-151	49.0	84.65537896461387	147.20045297955258	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224321-GM2302874-1-TWE-F-EGG4_S23_L001_R2	X224321-GM2302874-1-TWE-F-EGG4_S23_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	28601291.0	0.0	35-151	49.0	85.05437119642019	147.18398791858732	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224321-GM2302874-1-TWE-F-EGG4_S23_L002_R1	X224321-GM2302874-1-TWE-F-EGG4_S23_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	28773635.0	0.0	35-151	49.0	84.84745389882035	147.22147851670462	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224321-GM2302874-1-TWE-F-EGG4_S23_L002_R2	X224321-GM2302874-1-TWE-F-EGG4_S23_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	28773635.0	0.0	35-151	49.0	85.13117919018393	147.20679031342408	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224362-GM2303082-1-TWE-M-EGG4_S25_L001_R1	X224362-GM2303082-1-TWE-M-EGG4_S25_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	30155931.0	0.0	35-151	50.0	85.45077172481541	147.73711211237352	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224362-GM2303082-1-TWE-M-EGG4_S25_L001_R2	X224362-GM2303082-1-TWE-M-EGG4_S25_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	30155931.0	0.0	35-151	50.0	86.48748665485776	147.73989998849646	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224362-GM2303082-1-TWE-M-EGG4_S25_L002_R1	X224362-GM2303082-1-TWE-M-EGG4_S25_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	30293511.0	0.0	35-151	50.0	85.74953399555207	147.74362496311502	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224362-GM2303082-1-TWE-M-EGG4_S25_L002_R2	X224362-GM2303082-1-TWE-M-EGG4_S25_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	30293511.0	0.0	35-151	50.0	86.7414748945918	147.7465208638246	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224374-GM2302517-1-TWE-M-EGG4_S22_L001_R1	X224374-GM2302517-1-TWE-M-EGG4_S22_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	32357527.0	0.0	35-151	49.0	83.76604907724371	147.35333577872004	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224374-GM2302517-1-TWE-M-EGG4_S22_L001_R2	X224374-GM2302517-1-TWE-M-EGG4_S22_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	32357527.0	0.0	35-151	49.0	84.43167899334185	147.34311253143665	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224374-GM2302517-1-TWE-M-EGG4_S22_L002_R1	X224374-GM2302517-1-TWE-M-EGG4_S22_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	32510231.0	0.0	35-151	49.0	83.89647190195888	147.36717635134613	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224374-GM2302517-1-TWE-M-EGG4_S22_L002_R2	X224374-GM2302517-1-TWE-M-EGG4_S22_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	32510231.0	0.0	35-151	49.0	84.50614615882276	147.35813781206292	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224378-GM2302909-1-TWE-F-EGG4_S24_L001_R1	X224378-GM2302909-1-TWE-F-EGG4_S24_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	35500576.0	0.0	35-151	50.0	82.7998574538891	146.9664056436718	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224378-GM2302909-1-TWE-F-EGG4_S24_L001_R2	X224378-GM2302909-1-TWE-F-EGG4_S24_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	35500576.0	0.0	35-151	50.0	82.97661519676751	146.9512530726262	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224378-GM2302909-1-TWE-F-EGG4_S24_L002_R1	X224378-GM2302909-1-TWE-F-EGG4_S24_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	35693180.0	0.0	35-151	50.0	83.07539000756212	146.98488896198097	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224378-GM2302909-1-TWE-F-EGG4_S24_L002_R2	X224378-GM2302909-1-TWE-F-EGG4_S24_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	35693180.0	0.0	35-151	50.0	83.23022779019792	146.97171737009702	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224436-GM2301584-1-TWE-M-EGG4_S17_L001_R1	X224436-GM2301584-1-TWE-M-EGG4_S17_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	35780585.0	0.0	35-151	49.0	82.7129658913659	146.9943934119579	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224436-GM2301584-1-TWE-M-EGG4_S17_L001_R2	X224436-GM2301584-1-TWE-M-EGG4_S17_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	35780585.0	0.0	35-151	50.0	82.7738260778398	146.97937565861486	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224436-GM2301584-1-TWE-M-EGG4_S17_L002_R1	X224436-GM2301584-1-TWE-M-EGG4_S17_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	36072972.0	0.0	35-151	50.0	82.73068534676747	147.01716321017298	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224436-GM2301584-1-TWE-M-EGG4_S17_L002_R2	X224436-GM2301584-1-TWE-M-EGG4_S17_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	36072972.0	0.0	35-151	50.0	82.91963820666159	147.0024221181443	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224551-GM2303393-1-TWE-M-EGG4_S26_L001_R1	X224551-GM2303393-1-TWE-M-EGG4_S26_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	34425161.0	0.0	35-151	49.0	83.67352821512067	148.16732851300245	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224551-GM2303393-1-TWE-M-EGG4_S26_L001_R2	X224551-GM2303393-1-TWE-M-EGG4_S26_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	34425161.0	0.0	35-151	49.0	84.67982214865059	148.16457909957197	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224551-GM2303393-1-TWE-M-EGG4_S26_L002_R1	X224551-GM2303393-1-TWE-M-EGG4_S26_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	34773546.0	0.0	35-151	49.0	84.04489636417802	148.1808652186349	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224551-GM2303393-1-TWE-M-EGG4_S26_L002_R2	X224551-GM2303393-1-TWE-M-EGG4_S26_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	34773546.0	0.0	35-151	49.0	84.84590923162217	148.17888653058276	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224563-GM2303608-1-TWE-F-EGG4_S27_L001_R1	X224563-GM2303608-1-TWE-F-EGG4_S27_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	37787773.0	0.0	35-151	51.0	82.60759719201634	148.53790063256704	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224563-GM2303608-1-TWE-F-EGG4_S27_L001_R2	X224563-GM2303608-1-TWE-F-EGG4_S27_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	37787773.0	0.0	35-151	51.0	83.55750069879592	148.5267711595494	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224563-GM2303608-1-TWE-F-EGG4_S27_L002_R1	X224563-GM2303608-1-TWE-F-EGG4_S27_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	37984008.0	0.0	35-151	51.0	82.74975456987659	148.5507950609109	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224563-GM2303608-1-TWE-F-EGG4_S27_L002_R2	X224563-GM2303608-1-TWE-F-EGG4_S27_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	37984008.0	0.0	35-151	51.0	83.6715486335679	148.54046892576477	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224757-GM2221065-1-TWE-F-EGG4_S6_L001_R1	X224757-GM2221065-1-TWE-F-EGG4_S6_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	33813380.0	0.0	35-151	50.0	84.68802002982203	145.5214972593689	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224757-GM2221065-1-TWE-F-EGG4_S6_L001_R2	X224757-GM2221065-1-TWE-F-EGG4_S6_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	33813380.0	0.0	35-151	50.0	85.03187268521867	145.50724494268246	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224757-GM2221065-1-TWE-F-EGG4_S6_L002_R1	X224757-GM2221065-1-TWE-F-EGG4_S6_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	33978154.0	0.0	35-151	50.0	85.08047026065043	145.5358475036637	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224757-GM2221065-1-TWE-F-EGG4_S6_L002_R2	X224757-GM2221065-1-TWE-F-EGG4_S6_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	33978154.0	0.0	35-151	50.0	85.29064980766212	145.52266197274872	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224761-GM2300126-1-TWE-M-EGG4_S13_L001_R1	X224761-GM2300126-1-TWE-M-EGG4_S13_L001_R1_001	Conventional base calls	Sanger / Illumina 1.9	31928327.0	0.0	35-151	50.0	84.90226038838857	146.64638419670408	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224761-GM2300126-1-TWE-M-EGG4_S13_L001_R2	X224761-GM2300126-1-TWE-M-EGG4_S13_L001_R2_001	Conventional base calls	Sanger / Illumina 1.9	31928327.0	0.0	35-151	50.0	84.83828505482094	146.61616134788397	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
X224761-GM2300126-1-TWE-M-EGG4_S13_L002_R1	X224761-GM2300126-1-TWE-M-EGG4_S13_L002_R1_001	Conventional base calls	Sanger / Illumina 1.9	32098827.0	0.0	35-151	50.0	85.03050131025464	146.66398968410903	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
X224761-GM2300126-1-TWE-M-EGG4_S13_L002_R2	X224761-GM2300126-1-TWE-M-EGG4_S13_L002_R2_001	Conventional base calls	Sanger / Illumina 1.9	32098827.0	0.0	35-151	50.0	84.97877640036913	146.63517255630555	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
